0,31.779
0,43.995
0,49.262
0,51.019
0,52.607
0,59.707
0,61.739
0,62.711
0,64.277
0,65.538
0,67.779
0,69.09
0,70.884
0,72.926
0,75.155
0,75.959
0,76.475
0,76.975
0,78.753
0,81.561
0,83.592
0,84.876
0,86.407
0,87.633
0,91.698
0,93.249
0,95.31
0,96.804
0,97.821
0,98.849
0,100.043
0,100.858
0,101.861
0,102.914
0,103.933
0,104.944
0,105.962
0,107.003
0,108.009
0,109.037
0,110.088
0,111.041
1,23.624
1,24.653
1,27.14
1,27.665
1,28.173
1,28.698
1,29.874
1,30.699
1,31.949
1,36.307
1,36.811
1,37.552
1,38.57
1,41.142
1,42.932
1,44.454
1,45.749
1,46.98
1,47.481
1,48.525
1,51.273
1,52.064
1,52.823
1,53.576
1,54.63
1,55.124
1,56.642
1,57.12
1,57.352
1,59.169
1,59.929
1,60.701
1,61.182
1,61.951
1,62.254
1,63.231
1,63.783
1,64.828
1,65.031
1,65.319
1,66.043
1,66.529
1,66.792
1,67.013
1,67.256
1,68.349
1,69.361
1,70.156
1,71.127
1,71.867
1,72.418
1,73.254
1,74.182
1,74.675
1,75.444
1,77.247
1,78.005
1,79.514
1,80.019
1,81.055
1,82.004
1,83.051
1,84.08
1,85.124
1,85.877
1,86.669
1,87.861
1,89.21
1,91.942
1,92.761
1,93.742
1,94.76
1,95.526
1,96.282
1,97.312
1,98.338
1,99.332
1,100.333
1,101.346
1,102.363
1,103.436
1,104.457
1,105.457
1,106.497
1,107.514
1,108.494
1,109.563
1,110.505
1,111.574
2,23.143
2,24.859
2,26.85
2,27.929
2,28.929
2,30.193
2,32.247
2,32.958
2,35.544
2,36.02
2,36.534
2,37.29
2,37.845
2,38.315
2,38.781
2,39.312
2,39.872
2,40.438
2,40.901
2,41.658
2,42.147
2,42.63
2,43.417
2,44.696
2,45.211
2,46.239
2,46.701
2,47.451
2,48.017
2,49.002
2,51.562
2,52.291
2,53.092
2,53.329
2,53.83
2,54.333
2,54.828
2,55.613
2,56.137
2,59.404
2,60.212
2,60.934
2,61.454
2,62.247
2,62.503
2,62.94
2,64.271
2,65.523
2,67.786
2,68.849
2,70.621
2,73.483
2,74.196
2,74.688
2,77.515
2,78.26
2,79.026
2,79.491
2,79.985
2,80.547
2,81.518
2,82.218
2,82.777
2,83.777
2,84.331
2,85.354
2,85.631
2,86.873
2,87.359
2,88.143
2,88.674
2,89.654
2,92.244
2,93.004
2,93.974
2,94.494
2,95.019
2,95.805
2,96.283
2,96.819
2,97.842
2,98.871
2,99.977
2,100.825
2,101.851
2,102.915
2,103.928
2,104.932
2,105.974
2,107.01
2,107.992
2,109.032
2,110.091
2,111.078
2,111.803
3,24.115
3,26.644
3,27.394
3,28.444
3,29.174
3,29.402
3,29.68
3,30.411
3,32.751
3,34.875
3,35.051
3,35.315
3,35.798
3,37.038
3,38.081
3,38.529
3,38.848
3,40.669
3,42.41
3,44.948
3,46.487
3,47.455
3,48.278
3,51.791
3,54.107
3,55.079
3,56.377
3,57.122
3,57.347
3,59.188
3,60.43
3,62.758
3,63.754
3,64.82
3,65.037
3,65.282
3,66.004
3,66.552
3,66.787
3,67.008
3,67.264
3,68.349
3,69.592
3,70.15
3,71.362
3,71.868
3,72.429
3,73.664
3,74.911
3,75.943
3,76.453
3,77.739
3,78.501
3,79.234
3,79.999
3,80.779
3,81.773
3,82.543
3,83.311
3,84.596
3,86.152
3,87.145
3,88.92
3,89.918
3,92.457
3,93.447
3,94.211
3,96.284
3,97.32
3,98.347
3,99.349
3,100.348
3,101.347
3,102.371
3,103.427
3,104.439
3,105.477
3,106.507
3,107.482
3,108.496
3,109.568
3,110.543
3,111.332
3,112.089
